term_str|n|p|i|stop|porter_stem|max_pos|max_pos_group|dfidf|ngram_length
used|24|0.00044962344036869123|11.118995129528537|0|use|VBN|VB|0.6820885144012548|1
shall|24|0.00044962344036869123|11.118995129528537|0|shall|MD|MD|0.7520557709394728|1
upper|24|0.00044962344036869123|11.118995129528537|0|upper|JJ|JJ|0.7216504055942331|1
whole|23|0.0004308891303533291|11.180395674192681|0|whole|JJ|JJ|0.0|1
young|23|0.0004308891303533291|11.180395674192681|0|young|JJ|JJ|0.8351781018765899|1
effect|23|0.0004308891303533291|11.180395674192681|0|effect|NN|NN|0.6611176489584221|1
editors|23|0.0004308891303533291|11.180395674192681|0|editor|NNS|NN|0.728476886489522|1
minister|23|0.0004308891303533291|11.180395674192681|0|minist|NN|NN|0.7152323891821972|1
khien|23|0.0004308891303533291|11.180395674192681|0|khien|NNP|NN|0.8508546053393541|1
had|23|0.0004308891303533291|11.180395674192681|1|had|VBD|VB|0.0|1
caution|23|0.0004308891303533291|11.180395674192681|0|caution|NN|NN|0.6927308000387703|1
gives|23|0.0004308891303533291|11.180395674192681|0|give|VBZ|VB|0.6772036785602167|1
regret|23|0.0004308891303533291|11.180395674192681|0|regret|JJ|JJ|0.7319559354448428|1
kăn|22|0.00041215482033796696|11.244526011612397|0|kăn|NNP|NN|0.8062185162889672|1
moreover|22|0.00041215482033796696|11.244526011612397|0|moreov|NN|NN|0.0|1
again|22|0.00041215482033796696|11.244526011612397|1|again|RB|RB|0.0|1
view|22|0.00041215482033796696|11.244526011612397|0|view|NN|NN|0.7242562576297581|1
purpose|22|0.00041215482033796696|11.244526011612397|0|purpos|NN|NN|0.8496747057936902|1
changes|22|0.00041215482033796696|11.244526011612397|0|chang|NNS|NN|0.7812517173963286|1
last|22|0.00041215482033796696|11.244526011612397|0|last|JJ|JJ|0.0|1
government|22|0.00041215482033796696|11.244526011612397|0|govern|NN|NN|0.7398594842411191|1
after|22|0.00041215482033796696|11.244526011612397|1|after|IN|IN|0.0|1
too|22|0.00041215482033796696|11.244526011612397|1|too|RB|RB|0.0|1
fortunate|22|0.00041215482033796696|11.244526011612397|0|fortun|JJ|JJ|0.6968283783226288|1
khanghsî|22|0.00041215482033796696|11.244526011612397|0|khanghsî|NNP|NN|0.0|1
officer|21|0.0003934205103226048|11.311640207470933|0|offic|NN|NN|0.7599705837115852|1
better|21|0.0003934205103226048|11.311640207470933|0|better|JJR|JJ|0.6848541549990702|1
khwăn|21|0.0003934205103226048|11.311640207470933|0|khwăn|NNP|NN|0.7591628611568978|1
sovereign|21|0.0003934205103226048|11.311640207470933|0|sovereign|NN|NN|0.8269007745566841|1
sincere|20|0.0003746862003072427|11.382029535362332|0|sincer|JJ|JJ|0.0|1
taken|20|0.0003746862003072427|11.382029535362332|0|taken|VBN|VB|0.6503342081085148|1
nor|20|0.0003746862003072427|11.382029535362332|1|nor|CC|CC|0.0|1
whatever|20|0.0003746862003072427|11.382029535362332|0|whatev|WDT|WD|0.0|1
old|20|0.0003746862003072427|11.382029535362332|0|old|JJ|JJ|0.7323196165907881|1
say|20|0.0003746862003072427|11.382029535362332|0|say|VB|VB|0.6334507922610111|1
k|20|0.0003746862003072427|11.382029535362332|0|k|NNP|NN|0.0|1
full|20|0.0003746862003072427|11.382029535362332|0|full|JJ|JJ|0.0|1
represents|20|0.0003746862003072427|11.382029535362332|0|repres|VBZ|VB|0.6122895887825784|1
goes|20|0.0003746862003072427|11.382029535362332|0|goe|VBZ|VB|0.6322255364678647|1
nature|20|0.0003746862003072427|11.382029535362332|0|natur|NN|NN|0.6659490403509568|1
firmness|19|0.00035595189029188055|11.456030116806108|0|firm|NN|NN|0.6860878044781176|1
subjects|19|0.00035595189029188055|11.456030116806108|0|subject|NNS|NN|0.6479510842363807|1
beyond|19|0.00035595189029188055|11.456030116806108|0|beyond|IN|IN|0.0|1
lead|19|0.00035595189029188055|11.456030116806108|0|lead|VB|VB|0.6051303520193478|1
heaven|19|0.00035595189029188055|11.456030116806108|0|heaven|NNP|NN|0.7267510380792797|1
kû|19|0.00035595189029188055|11.456030116806108|0|kû|NNP|NN|0.6029849738300495|1
over|19|0.00035595189029188055|11.456030116806108|1|over|IN|IN|0.0|1
little|19|0.00035595189029188055|11.456030116806108|0|littl|JJ|JJ|0.6558133746258599|1
month|19|0.00035595189029188055|11.456030116806108|0|month|NN|NN|0.7782657308320189|1
duke|19|0.00035595189029188055|11.456030116806108|0|duke|NN|NN|0.6312069416974956|1
most|19|0.00035595189029188055|11.456030116806108|1|most|RBS|RB|0.0|1
looking|19|0.00035595189029188055|11.456030116806108|0|look|VBG|VB|0.734296632695624|1
bottom|19|0.00035595189029188055|11.456030116806108|0|bottom|NN|NN|0.0|1
means|19|0.00035595189029188055|11.456030116806108|0|mean|NNS|NN|0.637553136053838|1
nothing|18|0.0003372175802765184|11.534032628807381|0|noth|NN|NN|0.0|1
now|18|0.0003372175802765184|11.534032628807381|1|now|RB|RB|0.0|1
rest|18|0.0003372175802765184|11.534032628807381|0|rest|NN|NN|0.652203965189608|1
cause|18|0.0003372175802765184|11.534032628807381|0|caus|NN|NN|0.6575135176463134|1
free|18|0.0003372175802765184|11.534032628807381|0|free|JJ|JJ|0.690004800867029|1
chinese|18|0.0003372175802765184|11.534032628807381|0|chines|JJ|JJ|0.6008706768191011|1
called|18|0.0003372175802765184|11.534032628807381|0|call|VBN|VB|0.6205712422624035|1
much|18|0.0003372175802765184|11.534032628807381|0|much|RB|RB|0.0|1
seat|18|0.0003372175802765184|11.534032628807381|0|seat|NN|NN|0.5946213446450043|1
meet|18|0.0003372175802765184|11.534032628807381|0|meet|VB|VB|0.6426077860894752|1
occupies|18|0.0003372175802765184|11.534032628807381|0|occupi|VBZ|VB|0.6145029765796216|1
taking|18|0.0003372175802765184|11.534032628807381|0|take|VBG|VB|0.6129513383276641|1
coming|18|0.0003372175802765184|11.534032628807381|0|come|VBG|VB|0.5872953503653047|1
kingdom|18|0.0003372175802765184|11.534032628807381|0|kingdom|NN|NN|0.6925124693292217|1
indicated|18|0.0003372175802765184|11.534032628807381|0|indic|VBN|VB|0.63183006046233|1
p|18|0.0003372175802765184|11.534032628807381|0|p|NNP|NN|0.0|1
feudal|18|0.0003372175802765184|11.534032628807381|0|feudal|JJ|JJ|0.6966719001551919|1
before|18|0.0003372175802765184|11.534032628807381|1|befor|IN|IN|0.0|1
another|17|0.0003184832702611563|11.616494788999354|0|anoth|DT|DT|0.0|1
carriage|17|0.0003184832702611563|11.616494788999354|0|carriag|NN|NN|0.706387942577043|1
perilous|17|0.0003184832702611563|11.616494788999354|0|peril|JJ|JJ|0.5659809438770209|1
order|17|0.0003184832702611563|11.616494788999354|0|order|NN|NN|0.5123769420430848|1
circumstances|17|0.0003184832702611563|11.616494788999354|0|circumst|NNS|NN|0.6110274317229405|1
family|17|0.0003184832702611563|11.616494788999354|0|famili|NN|NN|0.7947221902737169|1
authority|17|0.0003184832702611563|11.616494788999354|0|author|NN|NN|0.6415886761833816|1
difficult|17|0.0003184832702611563|11.616494788999354|0|difficult|JJ|JJ|0.5543783945552595|1
long|17|0.0003184832702611563|11.616494788999354|0|long|RB|RB|0.6094668354778362|1
yellow|17|0.0003184832702611563|11.616494788999354|0|yellow|JJ|JJ|0.7188547278988172|1
follow|17|0.0003184832702611563|11.616494788999354|0|follow|VB|VB|0.6998541071723733|1
attribute|17|0.0003184832702611563|11.616494788999354|0|attribut|NN|NN|0.5907173548658509|1
ought|17|0.0003184832702611563|11.616494788999354|0|ought|MD|MD|0.6105135379238137|1
together|17|0.0003184832702611563|11.616494788999354|0|togeth|RB|RB|0.0|1
yî|17|0.0003184832702611563|11.616494788999354|0|yî|NNP|NN|0.698298943340656|1
years|17|0.0003184832702611563|11.616494788999354|0|year|NNS|NN|0.5921135156689898|1
tui|17|0.0003184832702611563|11.616494788999354|0|tui|NNP|NN|0.6536051973406086|1
movements|16|0.00029974896024579414|11.703957630249695|0|movement|NNS|NN|0.6003166880389665|1
days|16|0.00029974896024579414|11.703957630249695|0|day|NNS|NN|0.5988624368165811|1
harmony|16|0.00029974896024579414|11.703957630249695|0|harmoni|NN|NN|0.5928418925065017|1
off|16|0.00029974896024579414|11.703957630249695|1|off|RP|RP|0.0|1
takes|16|0.00029974896024579414|11.703957630249695|0|take|VBZ|VB|0.5433360695919927|1
power|16|0.00029974896024579414|11.703957630249695|0|power|NN|NN|0.5407603241329942|1
husband|16|0.00029974896024579414|11.703957630249695|0|husband|NN|NN|0.6730717467155138|1
blame|16|0.00029974896024579414|11.703957630249695|0|blame|NN|NN|0.6401658518661655|1
ground|16|0.00029974896024579414|11.703957630249695|0|ground|NN|NN|0.6117015060641213|1
affairs|16|0.00029974896024579414|11.703957630249695|0|affair|NNS|NN|0.5398080022634946|1
force|16|0.00029974896024579414|11.703957630249695|0|forc|NN|NN|0.6085329285019673|1
country|16|0.00029974896024579414|11.703957630249695|0|countri|NN|NN|0.5441398719796816|1
service|16|0.00029974896024579414|11.703957630249695|0|servic|NN|NN|0.5743264755657371|1
places|16|0.00029974896024579414|11.703957630249695|0|place|NNS|NN|0.48408878721729526|1
disappear|16|0.00029974896024579414|11.703957630249695|0|disappear|VB|VB|0.5492889879117957|1
general|15|0.000281014650230432|11.797067034641175|0|gener|JJ|JJ|0.5913667334813966|1
lowest|15|0.000281014650230432|11.797067034641175|0|lowest|JJS|JJ|0.5630301159507662|1
writer|15|0.000281014650230432|11.797067034641175|0|writer|NN|NN|0.48253706465354523|1
keep|15|0.000281014650230432|11.797067034641175|0|keep|VB|VB|0.0|1
sure|15|0.000281014650230432|11.797067034641175|0|sure|JJ|JJ|0.5135818402071805|1
till|15|0.000281014650230432|11.797067034641175|0|till|NN|NN|0.5527484961993893|1
makes|15|0.000281014650230432|11.797067034641175|0|make|VBZ|VB|0.5356348866798584|1
caldron|15|0.000281014650230432|11.797067034641175|0|caldron|NN|NN|0.624406773367684|1
anything|15|0.000281014650230432|11.797067034641175|0|anyth|NN|NN|0.0|1
regis|15|0.000281014650230432|11.797067034641175|0|regi|NNP|NN|0.5071453845821038|1
pleasure|15|0.000281014650230432|11.797067034641175|0|pleasur|NN|NN|0.9194858885298527|1
suggested|15|0.000281014650230432|11.797067034641175|0|suggest|VBN|VB|0.5332808842278745|1
highest|15|0.000281014650230432|11.797067034641175|0|highest|JJS|JJ|0.6015898080540755|1
î|15|0.000281014650230432|11.797067034641175|0|î|NN|NN|0.0|1
friends|15|0.000281014650230432|11.797067034641175|0|friend|NNS|NN|0.5793570704948123|1
away|15|0.000281014650230432|11.797067034641175|0|away|RB|RB|0.5737928805840236|1
marriage|15|0.000281014650230432|11.797067034641175|0|marriag|NN|NN|0.5933593608748484|1
interpretation|14|0.00026228034021506986|11.89660270819209|0|interpret|NN|NN|0.5116868638034368|1
explanation|14|0.00026228034021506986|11.89660270819209|0|explan|NN|NN|0.5283200438247566|1
maintain|14|0.00026228034021506986|11.89660270819209|0|maintain|VB|VB|0.5323927783983406|1
brought|14|0.00026228034021506986|11.89660270819209|0|brought|VBN|VB|0.5294632048783048|1
difficulties|14|0.00026228034021506986|11.89660270819209|0|difficulti|NNS|NN|0.6410178726955926|1
seems|14|0.00026228034021506986|11.89660270819209|0|seem|VBZ|VB|0.0|1
honour|14|0.00026228034021506986|11.89660270819209|0|honour|NN|NN|0.5350148549992036|1
seek|14|0.00026228034021506986|11.89660270819209|0|seek|VB|VB|0.5349392802043749|1
try|14|0.00026228034021506986|11.89660270819209|0|tri|VB|VB|0.5141893841457025|1
direction|14|0.00026228034021506986|11.89660270819209|0|direct|NN|NN|0.5633200900587501|1
ming|14|0.00026228034021506986|11.89660270819209|0|ming|VBG|VB|0.6486390738094573|1
keeping|14|0.00026228034021506986|11.89660270819209|0|keep|VBG|VB|0.5422542529495505|1
restraint|14|0.00026228034021506986|11.89660270819209|0|restraint|NN|NN|0.6852737702866852|1
themselves|14|0.00026228034021506986|11.89660270819209|1|themselv|PRP|PR|0.0|1
each|14|0.00026228034021506986|11.89660270819209|1|each|DT|DT|0.0|1
fall|14|0.00026228034021506986|11.89660270819209|0|fall|VB|VB|0.563994150813845|1
hexagrams|14|0.00026228034021506986|11.89660270819209|0|hexagram|NNS|NN|0.4890711746267297|1
back|14|0.00026228034021506986|11.89660270819209|0|back|RB|RB|0.0|1
moving|14|0.00026228034021506986|11.89660270819209|0|move|VBG|VB|0.5652282177675549|1
lady|14|0.00026228034021506986|11.89660270819209|0|ladi|NN|NN|0.5339972509980224|1
appear|14|0.00026228034021506986|11.89660270819209|0|appear|VB|VB|0.5037948282293333|1
mentioned|14|0.00026228034021506986|11.89660270819209|0|mention|VBN|VB|0.4820075435526494|1
mother|14|0.00026228034021506986|11.89660270819209|0|mother|NN|NN|0.5409983711855728|1
tâ|13|0.00024354603019970775|12.003517912108602|0|tâ|NNP|NN|0.6007037828286299|1
mean|13|0.00024354603019970775|12.003517912108602|0|mean|NNP|NN|0.4663105694186479|1
sentence|13|0.00024354603019970775|12.003517912108602|0|sentenc|NN|NN|0.4592835017417969|1
rain|13|0.00024354603019970775|12.003517912108602|0|rain|NN|NN|0.541262799142543|1
weakness|13|0.00024354603019970775|12.003517912108602|0|weak|NN|NN|0.4947411576743555|1
unable|13|0.00024354603019970775|12.003517912108602|0|unabl|JJ|JJ|0.4750603612763796|1
becomes|13|0.00024354603019970775|12.003517912108602|0|becom|VBZ|VB|0.0|1
immediately|13|0.00024354603019970775|12.003517912108602|0|immedi|RB|RB|0.4839001122178669|1
rule|13|0.00024354603019970775|12.003517912108602|0|rule|NN|NN|0.49966663310316606|1
decay|13|0.00024354603019970775|12.003517912108602|0|decay|NN|NN|0.5263293613854725|1
father|13|0.00024354603019970775|12.003517912108602|0|father|NN|NN|0.46072581468769386|1
prince|13|0.00024354603019970775|12.003517912108602|0|princ|NN|NN|0.5526061465378131|1
done|13|0.00024354603019970775|12.003517912108602|0|done|VBN|VB|0.0|1
cross|13|0.00024354603019970775|12.003517912108602|0|cross|VB|VB|0.517458052925286|1
our|13|0.00024354603019970775|12.003517912108602|1|our|PRP$|PR|0.0|1
increase|13|0.00024354603019970775|12.003517912108602|0|increas|NN|NN|0.6594353704805289|1
thep|13|0.00024354603019970775|12.003517912108602|0|thep|JJ|JJ|0.4502554407148414|1
form|13|0.00024354603019970775|12.003517912108602|0|form|NN|NN|0.48334611266718824|1
think|13|0.00024354603019970775|12.003517912108602|0|think|VB|VB|0.42932343778580884|1
get|13|0.00024354603019970775|12.003517912108602|0|get|VB|VB|0.0|1
regulations|13|0.00024354603019970775|12.003517912108602|0|regul|NNS|NN|0.6543573194772508|1
hsî|13|0.00024354603019970775|12.003517912108602|0|hsî|NNP|NN|0.9872445976516542|1
especially|13|0.00024354603019970775|12.003517912108602|0|especi|RB|RB|0.4432898570919363|1
extraordinary|13|0.00024354603019970775|12.003517912108602|0|extraordinari|JJ|JJ|0.6208764323009999|1
many|13|0.00024354603019970775|12.003517912108602|0|mani|JJ|JJ|0.0|1
indicate|13|0.00024354603019970775|12.003517912108602|0|indic|VB|VB|0.4673620351220762|1
found|12|0.00022481172018434562|12.118995129528537|0|found|VBN|VB|0.0|1
mistake|12|0.00022481172018434562|12.118995129528537|0|mistak|NN|NN|0.4544393258969055|1
intimates|12|0.00022481172018434562|12.118995129528537|0|intim|VBZ|VB|0.42869616257238263|1
follows|12|0.00022481172018434562|12.118995129528537|0|follow|VBZ|VB|0.47553380060779704|1
representing|12|0.00022481172018434562|12.118995129528537|0|repres|VBG|VB|0.475936518379193|1
bird|12|0.00022481172018434562|12.118995129528537|0|bird|NN|NN|0.5121316215653782|1
possessed|12|0.00022481172018434562|12.118995129528537|0|possess|VBN|VB|0.5152027383483195|1
return|12|0.00022481172018434562|12.118995129528537|0|return|NN|NN|0.4994277092428683|1
satisfaction|12|0.00022481172018434562|12.118995129528537|0|satisfact|NN|NN|0.5562848048903205|1
confidence|12|0.00022481172018434562|12.118995129528537|0|confid|NN|NN|0.5415356949575472|1
seen|12|0.00022481172018434562|12.118995129528537|0|seen|VBN|VB|0.4696802882409438|1
down|12|0.00022481172018434562|12.118995129528537|1|down|RP|RP|0.0|1
quality|12|0.00022481172018434562|12.118995129528537|0|qualiti|NN|NN|0.5138297330190106|1
held|12|0.00022481172018434562|12.118995129528537|0|held|VBN|VB|0.4591012160687069|1
reference|12|0.00022481172018434562|12.118995129528537|0|refer|NN|NN|0.48392499557277363|1
distress|12|0.00022481172018434562|12.118995129528537|0|distress|NN|NN|0.6064396021041716|1
important|12|0.00022481172018434562|12.118995129528537|0|import|JJ|JJ|0.4477418281530453|1
indeed|12|0.00022481172018434562|12.118995129528537|0|inde|RB|RB|0.0|1
forth|12|0.00022481172018434562|12.118995129528537|0|forth|NN|NN|0.4286996478305564|1
move|12|0.00022481172018434562|12.118995129528537|0|move|VB|VB|0.0|1
wû|12|0.00022481172018434562|12.118995129528537|0|wû|NNP|NN|0.4833069141269173|1
quiet|12|0.00022481172018434562|12.118995129528537|0|quiet|JJ|JJ|0.4713178226973788|1
thing|12|0.00022481172018434562|12.118995129528537|0|thing|NN|NN|0.4724064205014027|1
denoted|12|0.00022481172018434562|12.118995129528537|0|denot|VBN|VB|0.4511538415753136|1
giving|11|0.00020607741016898348|12.244526011612397|0|give|VBG|VB|0.4204303387522708|1
understood|11|0.00020607741016898348|12.244526011612397|0|understood|JJ|JJ|0.4173799921117296|1
straitened|11|0.00020607741016898348|12.244526011612397|0|straiten|VBN|VB|0.533700390691585|1
five|11|0.00020607741016898348|12.244526011612397|0|five|CD|CD|0.0|1
instead|11|0.00020607741016898348|12.244526011612397|0|instead|RB|RB|0.4131417865608631|1
tempered|11|0.00020607741016898348|12.244526011612397|0|temper|VBN|VB|0.4887302595776023|1
expected|11|0.00020607741016898348|12.244526011612397|0|expect|VBN|VB|0.4021715378480733|1
gradually|11|0.00020607741016898348|12.244526011612397|0|gradual|RB|RB|0.4405668409801633|1
iii|11|0.00020607741016898348|12.244526011612397|0|iii|NNP|NN|0.43229582554152673|1
common|11|0.00020607741016898348|12.244526011612397|0|common|JJ|JJ|0.42838254459587927|1
doing|11|0.00020607741016898348|12.244526011612397|1|do|VBG|VB|0.45933629930300574|1
necessary|11|0.00020607741016898348|12.244526011612397|0|necessari|JJ|JJ|0.4448470225315616|1
shih|11|0.00020607741016898348|12.244526011612397|0|shih|NNP|NN|0.42823423878235883|1
always|11|0.00020607741016898348|12.244526011612397|0|alway|RB|RB|0.0|1
light|11|0.00020607741016898348|12.244526011612397|0|light|NN|NN|0.4239737103842393|1
toes|11|0.00020607741016898348|12.244526011612397|0|toe|NNS|NN|0.47269482974380644|1
humble|11|0.00020607741016898348|12.244526011612397|0|humbl|JJ|JJ|0.45581744562117155|1
year|11|0.00020607741016898348|12.244526011612397|0|year|NN|NN|0.470730481433847|1
four|11|0.00020607741016898348|12.244526011612397|0|four|CD|CD|0.0|1
neither|11|0.00020607741016898348|12.244526011612397|0|neither|DT|DT|0.0|1
anxious|11|0.00020607741016898348|12.244526011612397|0|anxiou|JJ|JJ|0.45775694152444635|1
c|11|0.00020607741016898348|12.244526011612397|0|c|NNP|NN|0.0|1
body|11|0.00020607741016898348|12.244526011612397|0|bodi|NN|NN|0.4492796768416239|1
represent|11|0.00020607741016898348|12.244526011612397|0|repres|VB|VB|0.4120381958421351|1
waiting|11|0.00020607741016898348|12.244526011612397|0|wait|VBG|VB|0.5802484869912876|1
near|11|0.00020607741016898348|12.244526011612397|0|near|IN|IN|0.4429789617920116|1
large|11|0.00020607741016898348|12.244526011612397|0|larg|JJ|JJ|0.4946393148361822|1
representative|11|0.00020607741016898348|12.244526011612397|0|repres|NN|NN|0.4948747607137562|1
once|11|0.00020607741016898348|12.244526011612397|1|onc|RB|RB|0.0|1
high|11|0.00020607741016898348|12.244526011612397|0|high|JJ|JJ|0.39469129017557203|1
occupied|11|0.00020607741016898348|12.244526011612397|0|occupi|VBN|VB|0.43461745296060234|1
efforts|11|0.00020607741016898348|12.244526011612397|0|effort|NNS|NN|0.44928994941515127|1
docility|11|0.00020607741016898348|12.244526011612397|0|docil|NN|NN|0.4695188814425447|1
look|11|0.00020607741016898348|12.244526011612397|0|look|VB|VB|0.45671689922764536|1
younger|11|0.00020607741016898348|12.244526011612397|0|younger|JJR|JJ|0.4573493957262892|1
number|11|0.00020607741016898348|12.244526011612397|0|number|NN|NN|0.45298278935675756|1
symbolises|11|0.00020607741016898348|12.244526011612397|0|symbolis|VBZ|VB|0.4541858315609532|1
lî|11|0.00020607741016898348|12.244526011612397|0|lî|NNP|NN|0.4447672787440837|1
sister|11|0.00020607741016898348|12.244526011612397|0|sister|NN|NN|0.5442107661539369|1
defile|10|0.00018734310015362134|12.382029535362332|0|defil|NN|NN|0.6048676271695637|1
need|10|0.00018734310015362134|12.382029535362332|0|need|MD|MD|0.42915518167889255|1
resting|10|0.00018734310015362134|12.382029535362332|0|rest|NN|NN|0.5444337192382165|1
duty|10|0.00018734310015362134|12.382029535362332|0|duti|NN|NN|0.42421433652395757|1
object|10|0.00018734310015362134|12.382029535362332|0|object|NN|NN|0.43082232950882454|1
appearance|10|0.00018734310015362134|12.382029535362332|0|appear|NN|NN|0.4020742718647726|1
beneath|10|0.00018734310015362134|12.382029535362332|0|beneath|IN|IN|0.4398163963544227|1
generally|10|0.00018734310015362134|12.382029535362332|0|gener|RB|RB|0.38875234273395864|1
seeking|10|0.00018734310015362134|12.382029535362332|0|seek|VBG|VB|0.5045962452193844|1
alone|10|0.00018734310015362134|12.382029535362332|0|alon|RB|RB|0.0|1
ministers|10|0.00018734310015362134|12.382029535362332|0|minist|NNS|NN|0.42142488484173996|1
offerings|10|0.00018734310015362134|12.382029535362332|0|offer|NNS|NN|0.45305229298853605|1
day|10|0.00018734310015362134|12.382029535362332|0|day|NN|NN|0.4256766085344853|1
natural|10|0.00018734310015362134|12.382029535362332|0|natur|JJ|JJ|0.38801951998265044|1
account|10|0.00018734310015362134|12.382029535362332|0|account|NN|NN|0.3617333977097516|1
earth|10|0.00018734310015362134|12.382029535362332|0|earth|NN|NN|0.4358249684659554|1
assigned|10|0.00018734310015362134|12.382029535362332|0|assign|VBN|VB|0.40284121383652566|1
result|10|0.00018734310015362134|12.382029535362332|0|result|NN|NN|0.3806479557423022|1
qualities|10|0.00018734310015362134|12.382029535362332|0|qualiti|NNS|NN|0.41730455406805156|1
desire|10|0.00018734310015362134|12.382029535362332|0|desir|NN|NN|0.4994107666159392|1
occupying|10|0.00018734310015362134|12.382029535362332|0|occupi|VBG|VB|0.3972391651580793|1
heart|10|0.00018734310015362134|12.382029535362332|0|heart|NN|NN|0.4239681503156419|1
could|10|0.00018734310015362134|12.382029535362332|0|could|MD|MD|0.0|1
meeting|10|0.00018734310015362134|12.382029535362332|0|meet|VBG|VB|0.41502594079672406|1
thâi|10|0.00018734310015362134|12.382029535362332|0|thâi|NNP|NN|0.630435045739111|1
times|10|0.00018734310015362134|12.382029535362332|0|time|NNS|NN|0.37445914581103124|1
merely|10|0.00018734310015362134|12.382029535362332|0|mere|RB|RB|0.3746770944628285|1
denoting|10|0.00018734310015362134|12.382029535362332|0|denot|VBG|VB|0.43934691544533433|1
point|10|0.00018734310015362134|12.382029535362332|0|point|NN|NN|0.4147662314520284|1
former|10|0.00018734310015362134|12.382029535362332|0|former|JJ|JJ|0.0|1
injury|10|0.00018734310015362134|12.382029535362332|0|injuri|NN|NN|0.4886701595054124|1
described|10|0.00018734310015362134|12.382029535362332|0|describ|VBN|VB|0.43449581948736216|1
my|10|0.00018734310015362134|12.382029535362332|1|my|PRP$|PR|0.0|1
tiger|10|0.00018734310015362134|12.382029535362332|0|tiger|NN|NN|0.5568088737662241|1
tail|10|0.00018734310015362134|12.382029535362332|0|tail|NN|NN|0.5442869574934674|1
society|10|0.00018734310015362134|12.382029535362332|0|societi|NN|NN|0.4004695215604029|1
act|10|0.00018734310015362134|12.382029535362332|0|act|VB|VB|0.4332960282574357|1
game|10|0.00018734310015362134|12.382029535362332|0|game|NN|NN|0.45669030569441244|1
kept|10|0.00018734310015362134|12.382029535362332|0|kept|VBN|VB|0.38398320178276973|1
notwithstanding|10|0.00018734310015362134|12.382029535362332|0|notwithstand|VBG|VB|0.37805704566664444|1
following|10|0.00018734310015362134|12.382029535362332|0|follow|VBG|VB|0.465969617268563|1
feet|10|0.00018734310015362134|12.382029535362332|0|feet|NNS|NN|0.3687227899037959|1
concluding|10|0.00018734310015362134|12.382029535362332|0|conclud|VBG|VB|0.39063982087288984|1
set|10|0.00018734310015362134|12.382029535362332|0|set|VBN|VB|0.4138766208628322|1
attributes|10|0.00018734310015362134|12.382029535362332|0|attribut|NNS|NN|0.4250011774626479|1
inferior|10|0.00018734310015362134|12.382029535362332|0|inferior|JJ|JJ|0.4288406400382274|1
active|10|0.00018734310015362134|12.382029535362332|0|activ|JJ|JJ|0.3752490548455939|1
show|10|0.00018734310015362134|12.382029535362332|0|show|VB|VB|0.0|1
city|10|0.00018734310015362134|12.382029535362332|0|citi|NN|NN|0.42570610834411293|1
symbolised|10|0.00018734310015362134|12.382029535362332|0|symbolis|VBN|VB|0.4204987988271558|1
often|10|0.00018734310015362134|12.382029535362332|0|often|RB|RB|0.0|1
khăngžze|10|0.00018734310015362134|12.382029535362332|0|khăngžze|NNP|NN|0.0|1
least|10|0.00018734310015362134|12.382029535362332|0|least|JJS|JJ|0.0|1
returning|10|0.00018734310015362134|12.382029535362332|0|return|VBG|VB|0.4969984110036352|1
couch|10|0.00018734310015362134|12.382029535362332|0|couch|JJ|JJ|0.5780399227180271|1
powerful|9|0.0001686087901382592|12.534032628807381|0|power|JJ|JJ|0.402194074845761|1
receive|9|0.0001686087901382592|12.534032628807381|0|receiv|VB|VB|0.35746671217253073|1
lesson|9|0.0001686087901382592|12.534032628807381|0|lesson|NN|NN|0.3660892783114783|1
dynasty|9|0.0001686087901382592|12.534032628807381|0|dynasti|NN|NN|0.3759701308494822|1
kwei|9|0.0001686087901382592|12.534032628807381|0|kwei|NNP|NN|0.3351180236946663|1
changing|9|0.0001686087901382592|12.534032628807381|0|chang|VBG|VB|0.4174504610277482|1
understand|9|0.0001686087901382592|12.534032628807381|0|understand|VB|VB|0.38241358159148187|1
divination|9|0.0001686087901382592|12.534032628807381|0|divin|NN|NN|0.36093833258026675|1
contrary|9|0.0001686087901382592|12.534032628807381|0|contrari|NN|NN|0.3950800801159565|1
received|9|0.0001686087901382592|12.534032628807381|0|receiv|VBN|VB|0.35255864399710224|1
house|9|0.0001686087901382592|12.534032628807381|0|hous|NN|NN|0.43760580595777065|1
suggest|9|0.0001686087901382592|12.534032628807381|0|suggest|VB|VB|0.34912923886902136|1
